,ID,Degree,betweenness_centrality,clust_coefficient,closeness_centrality,eigenvector_centrality
7600,"['HOXA9', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'FOXP3', 'IRF8', 'EBF1', 'POU2AF1']",11,0.0,0,0.0011243994684657058,0.013312113644457647
2839,"['SOX2', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'ONECUT1', 'NEUROG3', 'FEV']",11,0.0,0,0.0011243994684657058,-0.014136867320521924
3480,"['SIX1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'CREB1', 'NR4A2']",11,0.0,0,0.0011243994684657058,-0.01873014024184139
9482,"['ASH1L', 'FOXP3', 'IRF8', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'HLX']",11,0.0,0,0.0011243994684657058,0.002089427431243668
7273,"['JUND', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'CREB1', 'NR4A2']",11,0.0,0,0.0011243994684657058,-0.01028241017780888
7551,"['HOXB13', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'FOXP3', 'IRF8', 'EBF1', 'ZNF423']",11,0.0,0,0.0011243994684657058,0.005139491579003157
9436,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'GLI2', 'GLI1']",10,0.0,0,0.0010221813349688236,0.02224281715796762
6562,"['MYC', 'NFE2L2', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'NFIA']",10,0.0,0,0.0010221813349688236,-0.004176248052175256
5884,"['NFKB2', 'NKX3-1', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'ONECUT1', 'NEUROG3', 'FOXM1', 'SOX9', 'NFIA']",10,0.0,0,0.0010221813349688236,-0.006638505253680298
332,"['TP53', 'HMGA1', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'INSM1', 'NKX6-2']",10,0.0,0,0.0010221813349688236,0.000543173884693566
7018,"['KLF5', 'SOX2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1', 'STAT3', 'MYCN', 'LIN28B']",10,0.0,0,0.0010221813349688236,-0.018315188782852463
2592,"['SPZ1', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'ONECUT1', 'NEUROG3', 'NEUROD1', 'NKX2-2', 'FOXA2', 'HES6']",10,0.0,0,0.0010221813349688236,-0.011009391257698448
2660,"['SP1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'FOXP3', 'IRF8', 'EBF1', 'ZNF423']",10,0.0,0,0.0010221813349688236,-0.015244654090845636
8992,"['DLX4', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'CREB1', 'REST']",10,0.0,0,0.0010221813349688236,-0.002412978023678058
6826,"['LIN28A', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'NKX2-2', 'FOXA2', 'PDX1']",10,0.0,0,0.0010221813349688236,0.002953086201412487
755,"['STAT5A', 'EBF1', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'HIF1A', 'ETS1']",10,0.0,0,0.0010221813349688236,-0.002186491776141837
8178,"['FOXM1', 'STAT3', 'SALL4', 'NANOG', 'SALL1']",10,0.0,0,0.0010221813349688236,0.01050231033383858
6116,"['NFATC2', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'POU2F1']",10,0.0,0,0.0010221813349688236,-0.012342536242924045
749,"['STAT5A', 'EBF1', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'MYCN', 'MXI1']",10,0.0,0,0.0010221813349688236,-0.016429001586020207
5537,"['NR2F2', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'HLX']",10,0.0,0,0.0010221813349688236,0.016067460052616504
9074,"['CREB1', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'PLAGL1']",10,0.0,0,0.0010221813349688236,-0.0035938170346781206
6117,"['NFATC2', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'MYCN', 'MLXIP']",10,0.0,0,0.0010221813349688236,-0.011802339113415295
9469,"['ASH1L', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'POU2F1']",10,0.0,0,0.0010221813349688236,0.01546603934411978
1057,"['STAT3', 'SOX2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'NKX2-2', 'FOXA2', 'PDX1']",10,0.0,0,0.0010221813349688236,0.0013132813445239787
2809,"['SOX2', 'ZIC3', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1', 'STAT3', 'JUNB']",10,0.0,0,0.0010221813349688236,-0.012902750120646397
3115,"['SOX10', 'MITF', 'FOXD3', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HEY2']",10,0.0,0,0.0010221813349688236,-0.00748548716840698
8063,"['FOXO3', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'TBX20']",10,0.0,0,0.0010221813349688236,-0.020824566691968863
8022,"['FOXP3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'ARID3A']",10,0.0,0,0.0010221813349688236,-0.013072369228907624
3053,"['SOX11', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'GLI2', 'GLI1']",10,0.0,0,0.0010221813349688236,0.005826057784492584
7085,"['KLF5', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'IRF9', 'IRF2']",10,0.0,0,0.0010221813349688236,-0.013072369229497439
5826,"['NKX3-1', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'STAT5A', 'DPF3']",10,0.0,0,0.0010221813349688236,-0.012674272663107826
8811,"['EGR2', 'CEBPB', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'JUNB']",10,0.0,0,0.0010221813349688236,-0.010927802146686092
584,"['TBX18', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'FOXP3', 'IRF8', 'EBF1', 'POU2AF1']",10,0.0,0,0.0010221813349688236,-0.019524215379217235
5767,"['NME2', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'NKX2-2', 'FOXA2', 'PDX1']",10,0.0,0,0.0010221813349688236,0.020027140314258344
9757,"['AHR', 'ATF4', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'ARID3A']",10,0.0,0,0.0010221813349688236,-0.025770197058974022
1621,"['STAT3', 'MAF', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'ETS1']",10,0.0,0,0.0010221813349688236,0.01728872964874877
2398,"['STAT3', 'BCL6', 'TP53', 'NANOG', 'POU5F1', 'MYCN', 'MLXIP']",10,0.0,0,0.0010221813349688236,0.006887103406644255
2311,"['STAT3', 'CEBPB', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'TET1']",10,0.0,0,0.0010221813349688236,-0.010086932130300109
4627,"['POU5F1', 'SNAI1', 'NANOG', 'STAT3', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'RUNX2', 'SNAI2', 'STAT1', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'CEBPB']",10,0.0,0,0.0010221813349688236,-0.01831518878313157
292,"['TP53', 'HMGA2', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'FOSL2', 'FOSL1']",10,0.0,0,0.0010221813349688236,-0.013883299260725205
2310,"['STAT3', 'CEBPB', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'ETS1']",10,0.0,0,0.0010221813349688236,0.006601620664327081
8678,"['ESR1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'BATF']",10,0.0,0,0.0010221813349688236,-0.0032456832731177984
8688,"['ESR1', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'IKZF1', 'GFI1']",10,0.0,0,0.0010221813349688236,-0.01205811558391781
2452,"['STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'NKX2-1']",10,0.0,0,0.0010221813349688236,0.016805545978029097
4099,"['RELA', 'AR', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'RUNX2', 'SNAI2', 'STAT1', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'TWIST1', 'FOXM1', 'STAT3', 'CEBPB']",10,0.0,0,0.0010221813349688236,-0.0031961902734851623
9146,"['CREB1', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'SOX6']",10,0.0,0,0.0010221813349688236,0.0009727205864544699
3987,"['RUNX1', 'SPI1', 'EBF1', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'MYOD1', 'SOX6']",10,0.0,0,0.0010221813349688236,-0.00800336856894858
3201,"['SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'NFE2L2', 'ATF3', 'CREB1', 'SOX3']",10,0.0,0,0.0010221813349688236,0.01270091147525266
525,"['TCF12', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'FOXP3', 'IRF8', 'EBF1', 'ZNF423']",10,0.0,0,0.0010221813349688236,0.0066016206632611655
9530,"['AR', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'HIF1A']",10,0.0,0,0.0010221813349688236,0.008464990457771309
9740,"['AHR', 'ATF4', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'GLI2', 'GLI1']",10,0.0,0,0.0010221813349688236,-0.01950137624832597
3950,"['RUNX2', 'SP7', 'SATB2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'FOS', 'FOSL2', 'FOSL1']",10,0.0,0,0.0010221813349688236,-0.0032352973461185334
8777,"['EHF', 'NKX3-1', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'GATA1', 'IRF3', 'PLSCR1']",10,0.0,0,0.0010221813349688236,-0.0032571937924636505
8458,"['FOSB', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'JUNB']",10,0.0,0,0.0010221813349688236,-0.012112238305000437
5801,"['NKX3-2', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'HMGA1']",10,0.0,0,0.0010221813349688236,-0.00663850525250795
806,"['STAT3', 'ZEB1', 'AR', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'RUNX2', 'SNAI2', 'STAT1', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'TWIST1', 'TBX20']",10,0.0,0,0.0010221813349688236,-0.003257193793651603
6321,"['NANOG', 'STAT3', 'SALL4', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'TBX20']",10,0.0,0,0.0010221813349688236,0.024240061641379273
5363,"['ONECUT2', 'MITF', 'FOXD3', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'INSM1', 'NKX6-2']",10,0.0,0,0.0010221813349688236,-0.008303386659318715
6713,"['MITF', 'FOXD3', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'GTF3A']",10,0.0,0,0.0010221813349688236,-0.0196155400939952
2930,"['SOX2', 'STAT3', 'POU2F1']",10,0.0,0,0.0010221813349688236,-0.0008755720002198937
6352,"['NANOG', 'STAT3', 'SALL4', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1']",10,0.0,0,0.0010221813349688236,-0.02082456669132355
9217,"['CEBPB', 'EBF1', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'HLX']",10,0.0,0,0.0010221813349688236,-0.017577102858562812
1081,"['STAT3', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'SPDEF']",10,0.0,0,0.0010221813349688236,-0.01961554009417546
2987,"['SOX2', 'FOXD3', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'PBX1']",10,0.0,0,0.0010221813349688236,-0.028130364217550174
6441,"['MYOD1', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'RORA', 'ARNTL', 'NFATC1', 'SP3']",10,0.0,0,0.0010221813349688236,-0.0183151887829137
6429,"['MYSM1', 'EBF1', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'HIF1A', 'ETS1']",10,0.0,0,0.0010221813349688236,-0.0004934227842041459
7860,"['HIF1A', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'IRF9', 'IRF5']",10,0.0,0,0.0010221813349688236,-0.012342536242673785
9308,"['ATF4', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'IRF9', 'IRF2']",10,0.0,0,0.0010221813349688236,0.0035722776712147027
3421,"['SMAD3', 'ATF4', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'GATA6', 'NKX2-1', 'HEY1']",10,0.0,0,0.0010221813349688236,-0.01929775139335412
3537,"['SETDB1', 'STAT3', 'SALL4', 'NANOG', 'ZFP57']",10,0.0,0,0.0010221813349688236,-0.012072437465363682
7930,"['GATA3', 'NKX3-1', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'HIF1A']",10,0.0,0,0.0010221813349688236,0.002765984323466276
683,"['STAT5B', 'IRF8', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'ZEB1', 'ETS1']",10,0.0,0,0.0010221813349688236,-0.011048498327582828
8479,"['FOS', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'BATF']",9,0.0,0,0.0009199632014719411,0.006734330135276095
8480,"['ETV2', 'SOX9', 'NEUROG3', 'FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'SIX2']",9,0.0,0,0.0009199632014719411,0.014656146708467307
2488,"['STAT1', 'PRDM1', 'XBP1', 'SP7', 'SATB2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'FOS', 'PPARG', 'NFE2L2', 'ATF3']",9,0.0,0,0.0009199632014719411,-0.012741254913579211
7751,"['HMGA2', 'SOX2', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1', 'STAT3', 'HLX']",9,0.0,0,0.0009199632014719411,0.011982498144777294
